5190@739@0@1@1450@7@14@Bessie invited him to walk into the breakfast-room, and led the way out.
5191@739@0@1@852@15@18@Bessie invited him to walk into the breakfast-room, and led the way out.
5192@739@0@1@35@19@21@Bessie invited him to walk into the breakfast-room, and led the way out.
5193@739@0@1@860@22@26@Bessie invited him to walk into the breakfast-room, and led the way out.
5194@739@0@1@279@27@31@Bessie invited him to walk into the breakfast-room, and led the way out.
5195@739@0@1@6@32@35@Bessie invited him to walk into the breakfast-room, and led the way out.
5196@739@0@1@877@36@50@Bessie invited him to walk into the breakfast-room, and led the way out.
5197@739@0@1@197@52@55@Bessie invited him to walk into the breakfast-room, and led the way out.
5198@739@0@1@1173@56@59@Bessie invited him to walk into the breakfast-room, and led the way out.
5199@739@0@1@6@60@63@Bessie invited him to walk into the breakfast-room, and led the way out.
5200@739@0@1@64@64@67@Bessie invited him to walk into the breakfast-room, and led the way out.
5201@739@0@1@188@68@71@Bessie invited him to walk into the breakfast-room, and led the way out.
5202@740@0@1@1037@0@5@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5203@740@0@1@37@7@8@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5204@740@0@1@152@9@14@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5205@740@0@1@134@16@20@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5206@740@0@1@21@21@23@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5207@740@0@1@1451@24@30@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5208@740@0@1@74@31@34@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5209@740@0@1@164@35@40@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5210@740@0@1@75@41@42@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5211@740@0@1@369@43@47@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5212@740@0@1@13@48@50@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5213@740@0@1@1452@51@60@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5214@740@0@1@453@61@64@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5215@740@0@1@1453@65@71@Abbot, I think, gave me credit for being a sort of infantine Guy Fawkes.
5216@741@0@1@861@0@6@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5217@741@0@1@4@8@12@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5218@741@0@1@622@13@16@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5219@741@0@1@638@17@22@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5220@741@0@1@9@23@27@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5221@741@0@1@1454@28@37@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5222@741@0@1@1455@39@45@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5223@741@0@1@197@46@49@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5224@741@0@1@931@50@54@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5225@741@0@1@1354@57@61@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5226@741@0@1@1036@62@66@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5227@741@0@1@864@67@71@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5228@741@0@1@68@72@74@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5229@741@0@1@35@75@77@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5230@741@0@1@33@78@80@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5231@741@0@1@1456@81@87@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5232@741@0@1@120@89@92@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5233@741@0@1@1037@94@99@Bessie, when she heard this narrative, sighed and said, "Poor Miss Jane is to be pitied, too, Abbot."
5234@742@0@1@8@1@3@"So could I--with a roast onion.
5235@742@0@1@78@4@9@"So could I--with a roast onion.
5236@742@0@1@1457@10@17@"So could I--with a roast onion.
5237@742@0@1@75@18@19@"So could I--with a roast onion.
5238@742@0@1@1458@20@25@"So could I--with a roast onion.
5239@742@0@1@1459@26@31@"So could I--with a roast onion.
5240@743@0@1@65@0@4@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5241@743@0@1@1460@6@13@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5242@743@0@1@514@14@18@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5243@743@0@1@6@19@22@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5244@743@0@1@1461@23@31@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5245@743@0@1@37@33@34@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5246@743@0@1@908@35@40@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5247@743@0@1@188@41@44@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5248@743@0@1@963@45@53@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5249@743@0@1@197@55@58@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5250@743@0@1@158@59@66@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5251@743@0@1@100@67@69@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5252@743@0@1@63@70@73@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5253@743@0@1@1462@74@86@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5254@743@0@1@163@87@89@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5255@743@0@1@138@90@92@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5256@743@0@1@1020@93@100@Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words--
5257@744@0@1@0@1@5@"They are not fit to associate with me."
5258@744@0@1@83@6@9@"They are not fit to associate with me."
5259@744@0@1@94@10@13@"They are not fit to associate with me."
5260@744@0@1@1163@14@17@"They are not fit to associate with me."
5261@744@0@1@35@18@20@"They are not fit to associate with me."
5262@744@0@1@1463@21@30@"They are not fit to associate with me."
5263@744@0@1@85@31@35@"They are not fit to associate with me."
5264@744@0@1@21@36@38@"They are not fit to associate with me."
5265@745@0@1@37@0@1@I was now in for it.
5266@745@0@1@155@2@5@I was now in for it.
5267@745@0@1@162@6@9@I was now in for it.
5268@745@0@1@22@10@12@I was now in for it.
5269@745@0@1@74@13@16@I was now in for it.
5270@745@0@1@24@17@19@I was now in for it.
5271@746@0@1@1026@0@3@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5272@746@0@1@911@5@9@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5273@746@0@1@883@10@14@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5274@746@0@1@1464@15@22@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5275@746@0@1@406@23@26@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5276@746@0@1@1465@27@34@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5277@746@0@1@622@36@39@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5278@746@0@1@1466@40@45@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5279@746@0@1@21@46@48@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5280@746@0@1@1238@49@53@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5281@746@0@1@1467@54@61@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5282@746@0@1@622@63@66@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5283@746@0@1@1468@67@72@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5284@746@0@1@611@73@77@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5285@746@0@1@138@78@80@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5286@746@0@1@1469@81@85@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5287@746@0@1@197@87@90@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5288@746@0@1@260@91@95@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5289@746@0@1@1223@96@100@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5290@746@0@1@21@101@103@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5291@746@0@1@158@104@111@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5292@746@0@1@75@112@113@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5293@746@0@1@767@114@118@Mrs. Reed soon rallied her spirits: she shook me most soundly, she boxed both my ears, and then left me without a word.
5294@747@0@1@37@0@1@I half believed her; for I felt indeed only bad feelings surging in my breast.
5295@747@0@1@1082@2@6@I half believed her; for I felt indeed only bad feelings surging in my breast.
5296@747@0@1@893@7@15@I half believed her; for I felt indeed only bad feelings surging in my breast.
5297@747@0@1@406@16@19@I half believed her; for I felt indeed only bad feelings surging in my breast.
5298@747@0@1@74@21@24@I half believed her; for I felt indeed only bad feelings surging in my breast.
5299@747@0@1@37@25@26@I half believed her; for I felt indeed only bad feelings surging in my breast.
5300@747@0@1@1008@27@31@I half believed her; for I felt indeed only bad feelings surging in my breast.
5301@747@0@1@1438@32@38@I half believed her; for I felt indeed only bad feelings surging in my breast.
5302@747@0@1@72@39@43@I half believed her; for I felt indeed only bad feelings surging in my breast.
5303@747@0@1@294@44@47@I half believed her; for I felt indeed only bad feelings surging in my breast.
5304@747@0@1@994@48@56@I half believed her; for I felt indeed only bad feelings surging in my breast.
5305@747@0@1@1470@57@64@I half believed her; for I felt indeed only bad feelings surging in my breast.
5306@747@0@1@22@65@67@I half believed her; for I felt indeed only bad feelings surging in my breast.
